0.000000000000000000e+00,0.000000000000000000e+00
-1.281947224691113449e-03,1.001933213212411952e-02
1.151786097584395555e-02,1.659700270482485085e-02
1.678664764371642221e-02,2.522859699690180313e-02
1.127479230856993746e-02,3.879904044393291118e-02
5.946204791167507449e-04,5.050155000595048932e-02
5.947527876835130567e-02,1.165271631905591236e-02
4.900005383545666393e-03,7.053708099443810331e-02
1.953793043975875568e-02,7.841055539923479090e-02
-1.532315822565552370e-02,8.960839041021148588e-02
6.200082987931352513e-02,7.974294702572280735e-02
5.448119032397914785e-02,9.683738386195717140e-02
-2.701692561245272114e-02,1.181628708994206939e-01
8.387339367259959155e-02,1.010365888631479803e-01
1.279345325903282760e-01,6.025541272610305393e-02
1.514836573433931410e-01,3.089125528167595454e-03
1.594523099624707008e-01,-2.635800719275723306e-02
1.224794890763290928e-01,-1.203559795695503670e-01
1.752204824792199245e-01,-4.853487158135690038e-02
1.854529100500389716e-01,4.939832366475385705e-02
2.000123440964403365e-01,-2.841169184209898363e-02
1.076774465888407778e-01,-1.827593393725190918e-01
-2.500421822531593077e-02,-2.208110167548791025e-01
1.943755129883337485e-01,-1.272487494148240861e-01
6.815189138900709653e-02,-2.326474436031241710e-01
3.523214285998377965e-02,-2.500553924082347668e-01
-2.552498793018455683e-02,-2.613829160679836949e-01
-7.856402400597563285e-02,-2.611663443501951454e-01
2.639914651203288665e-02,-2.815935415293315813e-01
4.939782009763631077e-02,-2.887341788317708824e-01
2.313563497796102819e-01,-1.957079558201248182e-01
8.061607955311916873e-02,-3.025760515652645699e-01
1.726717058664487547e-01,-2.732464396389012729e-01
-1.650304101393791356e-01,-2.896136648025079974e-01
-2.774446248976198404e-01,-2.024144964314503192e-01
-2.383961419066898124e-01,-2.610642176235051792e-01
-1.422160425377196891e-01,-3.346729780002968835e-01
-6.763157593640542475e-02,-3.675671291947467112e-01
-1.509083575439762459e-01,-3.529285657623110750e-01
-3.769638185387805263e-01,-1.143963531324245914e-01
-3.670353267179266021e-01,-1.689192618921769029e-01
-1.476567777543686399e-01,-3.869245235058735854e-01
-4.238765269557521198e-01,1.761602744714666283e-02
-1.017564944381919856e-01,-4.222556509946308045e-01
-4.153108860987313466e-01,1.582647531366901950e-01
-3.854724946879009573e-01,-2.408786542784978335e-01
-4.283343990336975216e-01,-1.800721514085382724e-01
-4.732235161379276800e-01,3.800879573415516521e-02
-4.782554950916466652e-01,7.968522243499953639e-02
-4.744418009491701005e-01,-1.409963831552717983e-01
-4.687495353533768228e-01,1.880156529594374515e-01
-4.708303244316476288e-01,2.090451844900792777e-01
-4.488379243628861648e-01,2.728272950746879477e-01
-4.709866429389645281e-01,2.545093121844727024e-01
-3.495329169811949854e-01,4.187450311390475965e-01
-1.615294791973652944e-01,5.315545152276198726e-01
-3.307943781878224798e-01,4.588490270554275718e-01
-4.165956256576835437e-01,3.974227858655362544e-01
-4.825305105074653711e-01,3.322568118995106734e-01
-1.742040777897290726e-01,5.699305039193418576e-01
-4.005062007503422394e-02,6.047358150880055572e-01
5.078948620134272722e-03,6.161406832143199175e-01
-1.450084192146049722e-01,6.092433302139985685e-01
5.894953178796692728e-02,6.336273592482650763e-01
-9.237853478900691362e-02,6.398302473616706010e-01
1.562770189382954034e-01,6.376958167757190710e-01
6.342409060342583116e-01,2.053848036182024106e-01
-2.991894759706424656e-02,6.761060160153899989e-01
5.836196737690934055e-01,3.621831986583189944e-01
2.286985246986032450e-01,6.583796346293783186e-01
5.508839972279149233e-01,4.432559152404673686e-01
3.062289024001229598e-01,6.485053054878160417e-01
2.632745866259560419e-01,6.779469830832222099e-01
7.333634990584767532e-01,-7.679848186794566156e-02
4.937575859701564540e-01,5.611790662608158176e-01
7.533650843890379312e-01,7.976263592673445146e-02
7.649904576206599804e-01,-6.416556225876365871e-02
7.711950355768008025e-01,-1.009776643948316205e-01
7.300725696426973998e-01,2.962212474564526743e-01
7.733824697335032194e-01,-1.965993730732277511e-01
7.799295569003296125e-01,2.114343365250484497e-01
2.794508620345007022e-01,-7.689790005659974392e-01
5.952443612471105538e-01,-5.759657924145502594e-01
5.872640257560509669e-01,-5.983380520374870226e-01
7.929243902313525272e-01,-3.019891545810778344e-01
6.642565856208113573e-01,-5.439971185796831366e-01
6.553975430143980097e-01,-5.701499245283536688e-01
7.125196012721690675e-01,-5.143772484348902996e-01
1.073409655289530168e-01,-8.823839152599256552e-01
1.702164347856472554e-02,-8.988287390483002959e-01
-7.839378831283777549e-01,-4.603125855198113570e-01
6.565957305488453466e-01,-6.432696409226474898e-01
1.467333447642240329e-01,-9.176353709225342214e-01
4.729360841999656340e-01,-8.116602944777250306e-01
-4.599775623601783381e-01,-8.306390920499739927e-01
-5.370431256355679903e-03,-9.595809315221991431e-01
-1.532812546923107977e-01,-9.575056501135837950e-01
-4.511790053417172319e-01,-8.697365039798325981e-01
-5.780438446950768583e-01,-8.035952487497511898e-01
-9.162874233510936994e-01,-4.005213574937215859e-01
-0.000000000000000000e+00,-0.000000000000000000e+00
-9.718447451811945345e-03,-2.753576617252187931e-03
-1.571482892845198903e-02,-1.269510819143818657e-02
-2.858981682677163433e-02,-1.004470105866860953e-02
-3.915789332076238111e-02,-9.957201999112130428e-03
-5.047134643434771778e-02,1.844807746557608008e-03
-6.038380426896087366e-02,5.185630549249883522e-03
-6.541125798911319456e-02,-2.684878351539175811e-02
-7.849652117602624879e-02,-1.918963488831876632e-02
-7.758447079470182084e-02,-4.738262024649351339e-02
-9.038182984395058683e-02,4.510172214151001585e-02
-1.107035500469387285e-01,-9.508050239171741969e-03
-9.530390717832822045e-02,-7.489688648593188780e-02
-1.144487497951320737e-01,-6.437873970179072702e-02
-1.388904599247845484e-01,-2.659698354664706901e-02
-1.474918985535048910e-01,-3.468401648803010051e-02
-1.439893825010776784e-01,-7.339510489467006293e-02
-1.218010672324572330e-01,1.210425011455855404e-01
-7.214382937363983395e-02,1.668925376491608437e-01
-5.548487140011803750e-03,1.918389702781287121e-01
6.352572475505870175e-02,1.917723763179352281e-01
-9.992683625246293055e-02,1.871096898301788380e-01
-1.667540451392331979e-01,1.468870466688104448e-01
-1.602323476210163467e-01,1.682250844938779355e-01
1.995305606362447054e-02,2.416017153678543805e-01
8.561376464964012833e-02,2.375695402728611738e-01
6.171826184510793845e-02,2.552712478440479771e-01
3.920629616554273389e-02,2.698944824005040100e-01
8.346119468290510990e-02,2.702333557311113466e-01
1.504082509310099292e-01,2.513661248218022060e-01
7.681747248101167269e-02,2.931321211949763361e-01
2.070291077617686104e-01,2.349258772521803096e-01
2.159348443609135360e-01,2.405229256702843821e-01
1.730818487646638426e-01,2.848750335486021079e-01
2.212046094221093995e-01,2.627083345091864586e-01
2.291248344180338847e-01,2.692379179318470928e-01
2.714633006426742101e-01,2.419485097347424674e-01
3.730330346117253781e-01,2.293424549612805424e-02
3.562426440414505624e-01,-1.429093540466084000e-01
3.275018480993789893e-01,2.189310064582637438e-01
4.021958152562853939e-01,3.856389875861792466e-02
4.109378337830729144e-01,5.141213546163880127e-02
3.016058166582053501e-01,-2.983547651454993566e-01
4.061052638813912319e-01,1.540543203064260180e-01
3.827877866994133793e-01,-2.258414810244019633e-01
3.667077677179826356e-01,-2.685832893968424506e-01
4.645802823982837504e-01,-7.842086150335398492e-03
2.078225127099969649e-01,-4.268430249986608360e-01
4.823439966024136716e-01,-4.921709257445243402e-02
1.097420318508507547e-01,-4.826299710917330010e-01
4.567240138913877256e-01,-2.155903239635530433e-01
-6.533254527963369696e-02,-5.109919197895270715e-01
